Name,Born,Died,Age,Gender,Class/Dept,Ticket,Fare,Cabin,Joined,Occupation,Survived?,Boat,Body,Nationality,URL
"ABBOTT, Mr Ernest Owen",1891,1912,21,Male,Victualling Crew,,,,Southampton,Lounge Pantry Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/ernest-owen-abbott.html
"ABRAMS, Mr William Thomas",1878,1912,34,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-thomas-abrams.html
"ADAMS, Mr Robert John",1885,1912,26,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/r-adams.html
"AHIER, Mr Percy Snowden",1892,1912,20,Male,Victualling Crew,,,,Southampton,Saloon Steward,LOST,,,Channel Islander,https://www.encyclopedia-titanica.org/titanic-victim/percy-snowden-ahier.html
"AKERMAN, Mr Albert Edward",1880,1912,31,Male,Victualling Crew,,,,Southampton,3rd Class Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/albert-akerman.html
"AKERMAN, Mr Joseph Francis",1874,1912,37,Male,Victualling Crew,,,,Southampton,Assistant Pantryman Steward,LOST,,205,English,https://www.encyclopedia-titanica.org/titanic-victim/joseph-francis-akerman.html
"ALLARIA, Sig. Battista Antonio",1889,1912,22,Male,Restaurant Staff,,,,Southampton,Assistant Waiter,LOST,,221,Italian,https://www.encyclopedia-titanica.org/titanic-victim/battista-antonio-allaria.html
"ALLEN, Mr Ernest Frederick",1888,1968,24,Male,Engineering Crew,,,,Southampton,Trimmer,SAVED,B,,English,https://www.encyclopedia-titanica.org/titanic-survivor/ernest-frederick-allen.html
"ALLEN, Mr George",1886,1912,26,Male,Victualling Crew,,,,Southampton,Scullion,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-allen.html
"ALLEN, Mr Henry",1882,1912,30,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,145,English,https://www.encyclopedia-titanica.org/titanic-victim/henry-allen.html
"ALLEN, Mr Robert Spencer",1876,1912,35,Male,Victualling Crew,,,,Southampton,Bedroom Steward (1st Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/robert-spencer-allan.html
"ALLSOP, Mr Alfred Samuel",1876,1912,36,Male,Engineering Crew,,,,Belfast,2nd Electrician,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/alfred-samuel-allsop.html
"ALLSOP, Mr Frank Richard",1868,1912,43,Male,Victualling Crew,,,,Belfast,Saloon Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/frank-richard-allsop.html
"ANDERSON, Mr John",1870,,42,Male,Deck Crew,,,,Southampton,Able Seaman,SAVED,3,,English,https://www.encyclopedia-titanica.org/titanic-survivor/john-anderson.html
"ANDERSON, Mr Walter Yuill",1861,1912,50,Male,Victualling Crew,,,,Southampton,Bed Room Steward,LOST,,146,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/walter-anderson.html
"ANDREWS, Mr Archibald",1872,,40,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/archibald-andrews.html
"ANDREWS, Mr Charles Edward",1893,1961,19,Male,Victualling Crew,,,,Southampton,Saloon Steward (2nd class),SAVED,16,,English,https://www.encyclopedia-titanica.org/titanic-survivor/charles-edward-andrews.html
"ARCHER, Mr Ernest Edward",1876,1917,35,Male,Deck Crew,,,,Southampton,Able Seaman,SAVED,16,,English,https://www.encyclopedia-titanica.org/titanic-survivor/ernest-edward-archer.html
"ARMSTRONG, Mr James",1881,,31,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-armstrong.html
"ASHCROFT, Mr Austin Aloysius",1885,1912,26,Male,Victualling Crew,,,,Southampton,Clerk,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/austin-aloysius-ashcroft.html
"ASHE, Mr Henry Wellesley",1871,1912,41,Male,Victualling Crew,,,,Southampton,Glory hole steward (3rd class),LOST,,34,Irish,https://www.encyclopedia-titanica.org/titanic-victim/henry-wellesley-ashe.html
"ASPESLAGH, Mr Georges",1885,1912,26,Male,Restaurant Staff,,,,Southampton,Assistant Plateman,LOST,,,Belgian,https://www.encyclopedia-titanica.org/titanic-victim/georges-aspeslagh.html
"AULD, Mr James",1880,,32,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-auld.html
"AVERY, Mr James Albert",1891,1915,20,Male,Engineering Crew,,,,Southampton,Trimmer,SAVED,15,,English,https://www.encyclopedia-titanica.org/titanic-survivor/james-frank-avery.html
"AYLING, Mr Edwin George",1889,1912,23,Male,Victualling Crew,,,,Southampton,Assistant Vegetable Cook,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-edwin-ayling.html
"BACK, Mr Charles Frederick",1875,1912,37,Male,Victualling Crew,,,,Belfast,Assistant Lounge Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-frederick-back.html
"BAGGOTT, Mr Allen Marden",1884,1921,28,Male,Victualling Crew,,,,Southampton,Saloon Steward,SAVED,9,,English,https://www.encyclopedia-titanica.org/titanic-survivor/allen-marden-baggott.html
"BAGLEY, Mr Edward Henry",1879,1912,33,Male,Victualling Crew,,,,Southampton,Saloon Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/edward-ernest-bagley.html
"BAILEY, Mr George",1868,1912,44,Male,Victualling Crew,,,,Belfast,Saloon Steward,LOST,,161,English,https://www.encyclopedia-titanica.org/titanic-victim/george-francis-bailey.html
"BAILEY, Mr George Frank",1866,1912,46,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,Welsh,https://www.encyclopedia-titanica.org/titanic-victim/george-bailey.html
"BAILEY, Mr Henry Joseph",1865,1943,46,Male,Deck Crew,,,,Southampton,Master-at-arms,SAVED,16,,English,https://www.encyclopedia-titanica.org/titanic-survivor/joseph-henry-bailey.html
"BAILEY, Mr William",1882,,30,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-bailey.html
"BAIN, Mr David",1859,,52,Male,Engineering Crew,,,,Belfast,Fireman,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/david-bain.html
"BAINES, Mr Richard",1854,1912,58,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/richard-baines.html
"BAKER, Mr John",1880,1933,32,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-baker-barker.html
"BALL, Mr Percy",1894,1933,18,Male,Victualling Crew,,,,Southampton,Plate Steward,SAVED,13,,English,https://www.encyclopedia-titanica.org/titanic-survivor/percy-ball.html
"BANFI,  Ugo",1887,1912,24,Male,Restaurant Staff,,,,Southampton,Waiter,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/ugo-banfi.html
"BANNON, Mr John Joseph",1877,1912,34,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-bannon.html
"BARKER, Mr Albert Vale",1893,1912,19,Male,Victualling Crew,,,,Southampton,Baker,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/albert-vale-barker.html
"BARKER, Mr Ernest Thomas",1871,1912,40,Male,Victualling Crew,,,,Southampton,Saloon Steward (1st class),LOST,,159,English,https://www.encyclopedia-titanica.org/titanic-victim/ernest-barker.html
"BARKER, Mr George",1866,,46,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/able-seaman-george-barker.html
"BARKER, Mr George",1856,,56,Male,Engineering Crew,,,,Belfast,Storekeeper,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/george-barker.html
"BARKER, Mr Reginald Lomond",1870,1912,42,Male,Victualling Crew,,,,Belfast,"Second Purser, 1st Class",LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/reginald-lomond-barker.html
"BARKER, Mr Stokes",1886,,26,Male,Engineering Crew,,,,Belfast,Leading Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/stokes-barker.html
"BARKLEY, Mr Robert",1873,,39,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/robert-barkley.html
"BARLOW, Mr Charles Henry",1881,1912,30,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-barlow.html
"BARLOW, Mr George",1872,1912,39,Male,Victualling Crew,,,,Southampton,Bed Room Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-barlow.html
"BARNES, Mr Charles",1883,1912,29,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-barnes.html
"BARNES, Mr Frederick Charles",1872,1912,40,Male,Victualling Crew,,,,Southampton,Assistant baker,LOST,,26,English,https://www.encyclopedia-titanica.org/titanic-victim/baker-frederick-barnes.html
"BARNES, Mr John",1872,1912,39,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-barnes.html
"BARNES, Mr William John",1875,1927,36,Male,Engineering Crew,,,,Belfast,Leading Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-barnes.html
"BARRATT, Mr Arthur",1896,1912,16,Male,Victualling Crew,,,,Southampton,Bell Boy,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/arthur-barratt.html
"BARRETT, Mr Frederick William",1883,1931,29,Male,Engineering Crew,,,,Southampton,Leading Fireman,SAVED,13,,English,https://www.encyclopedia-titanica.org/titanic-survivor/frederick-barrett.html
"BARRETT, Mr Frederick William",1879,1912,33,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/frederick-william-barrett.html
"BARRINGER, Mr Arthur William",1878,1912,34,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/arthur-william-barringer.html
"BARROW, Mr Charles Henry John",1876,1912,35,Male,Victualling Crew,,,,Southampton,Assistant butcher,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/harry-barrow.html
"BARROWS, Mr Edward William Peter",1879,1912,32,Male,Victualling Crew,,,,Southampton,Saloon Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-barrows.html
"BARRY, Mr James",1881,,31,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-barry.html
"BARTLEY, Mr Robert",1880,,32,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/robert-bartley.html
"BARTLEY, Mr Thomas",1876,1957,35,Male,Victualling Crew,,,,Belfast,Room Attendent,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/thomas-bartley.html
"BARTON, Mr Sidney John",1886,1912,26,Male,Victualling Crew,,,,Southampton,3rd Class Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/sidney-john-barton.html
"BASILICO, Sig. Giovanni",1885,1912,27,Male,Restaurant Staff,,,,Southampton,Waiter,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/giovanni-basilico.html
"BAXTER, Mr Harry Ross",1858,1912,53,Male,Victualling Crew,,,,Southampton,3rd Class Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/harry-ross-baxter.html
"BAXTER, Mr Thomas Ferguson",1856,1912,55,Male,Victualling Crew,,,,Southampton,Linen Steward (1st class),LOST,,235,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/thomas-ferguson-baxter.html
"BAZZI, Sig. Narciso",1878,1912,33,Male,Restaurant Staff,,,,Southampton,Waiter,LOST,,,Swiss,https://www.encyclopedia-titanica.org/titanic-victim/narciso-bazzi.html
"BEATTIE, Mr Francis",1873,1943,39,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/francis-beattie.html
"BEATTIE, Mr Joseph John",1871,1912,40,Male,Engineering Crew,,,,Belfast,Greaser,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/joseph-beattie.html
"BEAUCHAMP, Mr George William",1888,1965,24,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,13,,English,https://www.encyclopedia-titanica.org/titanic-survivor/george-william-beauchamp.html
"BEDFORD, Mr William Barnett",1880,1912,31,Male,Victualling Crew,,,,Southampton,Assistant Roast Cook,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-barnet-bedford.html
"BEEDEM, Mr George Arthur",1877,1912,35,Male,Victualling Crew,,,,Southampton,2nd Class Bedroom Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-arthur-beedem.html
"BEERE, Mr William",1893,1912,19,Male,Victualling Crew,,,,Southampton,Kitchen Porter,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-beere.html
"BELL, Mr Joseph",1861,1912,51,Male,Engineering Crew,,,,Belfast,Chief Engineer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/joseph-bell.html
"BENDELL, Mr Frank",1888,1912,23,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/f-bendell.html
"BENHAM, Mr Fred John",1882,1912,30,Male,Victualling Crew,,,,Southampton,Saloon Steward (2nd class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/frederick-benham.html
"BENNETT, Mr George Alfred",1881,1912,30,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-alfred-bennett.html
"BENSON, Mr James",1862,,50,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-benson.html
"BENSON, Mr John",1886,,26,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-benson.html
"BENSON, Mr William",1887,1967,25,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-benson.html
"BENVILLE, Mr Edward",1864,1912,47,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/e-benville.html
"BERNARDI, Sig. Battista",1890,1912,22,Male,Restaurant Staff,,,,Southampton,Assistant Waiter,LOST,,215,Italian,https://www.encyclopedia-titanica.org/titanic-victim/battista-bernardi.html
"BESSANT, Mr Edward",1880,1912,31,Male,Victualling Crew,,,,Southampton,1st class baggage steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/edward-bessant.html
"BESSANT, Mr William Edward Lowe",1871,1912,40,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-edward-bessant.html
"BEST, Mr Edwin Alfred",1872,1912,40,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/edwin-alfred-best.html
"BEUX, Mr David",1886,1912,25,Male,Restaurant Staff,,,,Southampton,Assistant Waiter,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/david-beux.html
"BEVIS, Mr Joseph Henry",1890,1912,22,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/joseph-henry-bevis.html
"BIDDLECOMBE, Mr Reginald Charles",1880,1912,31,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-biddlecombe.html
"BIGGS, Mr Edward Charles",1891,1912,20,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/edward-charles-biggs.html
"BILLOWS, Mr James",1892,1912,20,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/j-billow.html
"BINSTEAD, Mr Walter William",1891,1959,20,Male,Engineering Crew,,,,Southampton,Trimmer,SAVED,3,,English,https://www.encyclopedia-titanica.org/titanic-survivor/walter-binstead.html
"BISHOP, Mr Walter Alexander",1878,1912,34,Male,Victualling Crew,,,,Belfast,1st Class Bedroom Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/walter-alexander-bishop.html
"BITTLE, Mr Robert",1866,1922,46,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/robert-bittle.html
"BIéTRIX, Mr George Baptiste",1883,1912,28,Male,Restaurant Staff,,,,Southampton,Cook,LOST,,,French,https://www.encyclopedia-titanica.org/titanic-victim/george-baptiste-bietrix.html
"BLACK, Mr Alexander",1884,1912,28,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/alexander-black.html
"BLACK, Mr D.",1871,1912,41,Male,Engineering Crew Substitute Crew,,,,Southampton,Fireman,LOST,,,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/d-black.html
"BLACK, Mr James",1874,,38,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-black.html
"BLACKMAN, Mr Albert Edward",1889,1912,23,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/h-blackman.html
"BLADES, Mr Frederick Charles",1895,1912,17,Male,Victualling Crew,,,,Southampton,Lift Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/frederick-allen.html
"BLAIR, Mr David",1874,1955,37,Male,Deck Crew Titanic Officers,,,,Belfast,Second Officer,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/david-blair.html
"BLAKE, Mr C.",1876,,36,Male,Engineering Crew Failed to Join Ship,,,,Southampton,Trimmer,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/c-blake.html
"BLAKE, Mr John Douglas Stanley George",1886,1912,26,Male,Engineering Crew,,,,Belfast,Mess Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/seaton-blake.html
"BLAKE, Mr Percival Albert",1889,1968,22,Male,Engineering Crew,,,,Southampton,Trimmer,SAVED,15,,English,https://www.encyclopedia-titanica.org/titanic-survivor/percival-albert-blake.html
"BLAKE, Mr Thomas Henry",1875,1912,36,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-blake.html
"BLANEY, Mr James",1880,1912,32,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/james-blaney.html
"BLANN, Mr Eustace Horatius",1890,1912,21,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/eustace-horatius-blann.html
"BLOOMER, Mr James",1860,1927,51,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-bloomer.html
"BLUMET, Mr Jean Baptiste",1886,1912,26,Male,Restaurant Staff,,,,Southampton,Pantryman,LOST,,,French,https://www.encyclopedia-titanica.org/titanic-victim/jean-baptiste-blumet.html
"BOAL, Mr John",1872,,40,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-boal.html
"BOCHATAY, Mr Alexis Joseph",1881,1912,30,Male,Victualling Crew,,,,Southampton,Chef,LOST,,,Swiss,https://www.encyclopedia-titanica.org/titanic-victim/alexis-joseph-bochatay.html
"BOCHET, Mr Pietro Giuseppe",1868,1912,43,Male,Restaurant Staff,,,,Southampton,Waiter,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/pietro-giuseppe-bochet.html
"BOGIE, Mr Norman Leslie",1853,1912,59,Male,Victualling Crew,,,,Southampton,2nd Class Bedroom Steward,LOST,,274,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/norman-leslie-bogie.html
"BOLHUIS, Mr Hendrik",1884,1912,27,Male,Restaurant Staff,,,,Southampton,Larder Cook,LOST,,,Dutch,https://www.encyclopedia-titanica.org/titanic-victim/hendrik-bolhuis.html
"BOND, Mr William John",1867,1912,45,Male,Victualling Crew,,,,Belfast,Bed Room Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-john-bond.html
"BOOTHBY, Mr Walter Thomas",1874,1912,37,Male,Victualling Crew,,,,Southampton,2nd Class Bedroom Steward,LOST,,107,English,https://www.encyclopedia-titanica.org/titanic-victim/w-boothby.html
"BOSTON, Mr William John",1879,1912,32,Male,Victualling Crew,,,,Belfast,Assistant Deck Steward (1st Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-john-boston.html
"BOTT, Mr William Thomas",1866,1912,46,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/w-bott.html
"BOUGHTON, Mr Bernard John",1887,1912,24,Male,Victualling Crew,,,,Southampton,First class saloon steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/b-boughton.html
"BOWMAN, Mr F. T.",1874,,38,Male,Victualling Crew Failed to Join Ship,,,,Southampton,Assistant Cook,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/bowman.html
"BOXHALL, Mr Joseph Groves",1884,1967,28,Male,Deck Crew Titanic Officers,,,,Belfast,4th. Officer,SAVED,2,,English,https://www.encyclopedia-titanica.org/titanic-survivor/joseph-groves-boxhall.html
"BOYD, Mr Adam",1874,,38,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/adam-boyd.html
"BOYD, Mr John",1875,1912,37,Male,Victualling Crew,,,,Southampton,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-boyd.html
"BOYES, Mr John Henry",1875,1912,36,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-henry-boyes.html
"BRADLEY, Mr Patrick Joseph",1873,1912,38,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/patrick-joseph-bradley.html
"BRADLEY, Mr Thomas Henry",1883,1912,28,Male,Deck Crew,,,,Southampton,Able Seaman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/t-bradley.html
"BRADSHAW, Mr John Albert Perkin",1869,1912,42,Male,Victualling Crew,,,,Southampton,Plate Steward (1st Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/j-bradshaw.html
"BRAIDEN, Mr William John",1875,1946,37,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-braidan.html
"BRENNAN, Mr Thomas",1873,,39,Male,Engineering Crew,,,,Belfast,Leading Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/thomas-brennan.html
"BREWER, Mr B.",1888,,24,Male,Engineering Crew Deserted,,,,Southampton,Trimmer,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/brewer.html
"BREWER, Mr Harry",1882,1912,30,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/henry-harry-brewer.html
"BREWSTER, Mr George Henry",1859,1912,52,Male,Victualling Crew,,,,Belfast,Bedroom Steward (1st Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-brewster.html
"BRIANT, Mr Albert",1877,1912,34,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/albert-briant.html
"BRIANT, Mr Arthur",1882,1912,30,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/arthur-morris.html
"BRICE, Mr Walter Thomas",1869,1928,42,Male,Deck Crew,,,,Southampton,Able Seaman,SAVED,11,,English,https://www.encyclopedia-titanica.org/titanic-survivor/walter-brice.html
"BRIDE, Mr Harold Sydney",1890,1956,22,Male,Victualling Crew,,,,Belfast,Assistant Telegraphist,SAVED,B,,English,https://www.encyclopedia-titanica.org/titanic-survivor/harold-sydney-bride.html
"BRIGHT, Mr Arthur John",1869,1955,42,Male,Deck Crew,,,,Belfast,Quartermaster,SAVED,D,,English,https://www.encyclopedia-titanica.org/titanic-survivor/arthur-john-bright.html
"BRISTOW, Mr Harry",1873,1912,38,Male,Victualling Crew,,,,Southampton,Saloon Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/harry-bristow.html
"BRISTOW, Mr Robert Charles",1873,1912,38,Male,Victualling Crew,,,,Southampton,3rd Class Steward,LOST,,290,Irish,https://www.encyclopedia-titanica.org/titanic-victim/robert-charles-bristow.html
"BROOKMAN, Mr John Cress",1884,1912,28,Male,Victualling Crew,,,,Southampton,3rd Class Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-brookman.html
"BROOKS, Mr J.",1887,1912,25,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/j-brooks.html
"BROOM, Mr Herbert George",1879,1912,33,Male,Victualling Crew,,,,Belfast,Bath Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/h-broom.html
"BROOME, Mr Athol Frederick",1881,1912,31,Male,Victualling Crew,,,,Southampton,Verandah Steward (1st Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/athol-frederick-broome.html
"BROWN, Mr Edward",1878,1926,34,Male,Victualling Crew,,,,Belfast,Saloon Steward,SAVED,,,Welsh,https://www.encyclopedia-titanica.org/titanic-survivor/edward-brown.html
"BROWN, Mr John",1884,1912,28,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,267,Welsh,https://www.encyclopedia-titanica.org/titanic-victim/john-brown.html
"BROWN, Mr Joseph",1882,1912,30,Male,Engineering Crew Substitute Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/joseph-james-brown.html
"BROWN, Mr Walter James",1871,1912,41,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/walter-james-brown.html
"BRYAN, Mr John",1890,,22,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-bryan.html
"BUCKLEY, Mr H. E.",1878,1912,34,Male,Victualling Crew,,,,Southampton,Assistant Vegetable Cook,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/h-buckley.html
"BULEY, Mr Edward John",1885,1917,26,Male,Deck Crew,,,,Southampton,Able Seaman,SAVED,10,,English,https://www.encyclopedia-titanica.org/titanic-survivor/edward-john-buley.html
"BULL, Mr Walter Edward",1875,1912,36,Male,Victualling Crew,,,,Southampton,Scullion,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/w-bull.html
"BULLEY, Mr Henry Ashburnham",1890,1912,21,Male,Victualling Crew,,,,Southampton,Boots Steward (2nd class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/henry-ashburnham-bulley.html
"BUNNELL, Mr Wilfred James",1891,1912,20,Male,Victualling Crew,,,,Belfast,Plate Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/wilfred-bunnell.html
